100,-4.8367e-26
200,-4.8367e-26
300,-4.8367e-26
400,-4.8367e-26
500,-4.8367e-26
600,-4.8367e-26
700,-4.8367e-26
800,-4.8367e-26
900,-4.8367e-26
1000,-4.8367e-26
1100,-4.8367e-26
1200,-4.8367e-26
1300,-4.8367e-26
1400,-4.8367e-26
1500,-4.8367e-26
1600,-4.8367e-26
1700,-4.8367e-26
1800,-4.8367e-26
1900,-4.8367e-26
2000,-4.8367e-26
2100,-4.8367e-26
2200,-4.8367e-26
2300,-4.8367e-26
2400,-4.8367e-26
2500,-4.8367e-26
2600,-4.8367e-26
2700,-4.8367e-26
2800,-4.8367e-26
2900,-4.8367e-26
3000,-4.8367e-26
3100,-4.8367e-26
3200,-4.8367e-26
3300,-4.8367e-26
3400,-4.8367e-26
3500,-4.8367e-26
3600,-4.8367e-26
3700,-4.8367e-26
3800,-4.8367e-26
3900,-4.8367e-26
4000,-4.8367e-26
4100,-4.8367e-26
4200,-4.8367e-26
4300,-4.8367e-26
4400,-4.8367e-26
4500,-4.8367e-26
4600,-4.8367e-26
4700,-4.8367e-26
4800,-4.8367e-26
4900,-4.8367e-26
5000,-4.8367e-26
5100,-4.8367e-26
5200,-4.8367e-26
5300,-4.8367e-26
5400,-4.8367e-26
5500,-4.8367e-26
5600,-4.8367e-26
5700,-4.8367e-26
5800,-4.8367e-26
5900,-4.8367e-26
6000,-4.8367e-26
6100,-4.8367e-26
6200,-4.8367e-26
6300,-4.8367e-26
6400,-4.8367e-26
6500,-4.8367e-26
6600,-4.8367e-26
6700,-4.8367e-26
6800,-4.8367e-26
6900,-4.8367e-26
7000,-4.8367e-26
7100,-4.8367e-26
7200,-4.8367e-26
7300,-4.8367e-26
7400,-4.8367e-26
7500,-4.8367e-26
7600,-4.8367e-26
7700,-4.8367e-26
7800,-4.8367e-26
7900,-4.8367e-26
8000,-4.8367e-26
8100,-4.8367e-26
8200,-4.8367e-26
8300,-4.8367e-26
8400,-4.8367e-26
8500,-4.8367e-26
8600,-4.8367e-26
8700,-4.8367e-26
8800,-4.8367e-26
8900,-4.8367e-26
9000,-4.8367e-26
