150900,100
660800,200
1267300,300
1687800,400
3523200,500
6823200,600
5633300,700
9609500,800
15479000,900
7267700,1000
12766700,1100
19766400,1200
25198400,1300
30885100,1400
35174600,1500
17214500,1600
25645200,1700
34085600,1800
42530300,1900
52111700,2000
59105600,2100
74290500,2200
89215800,2300
91292800,2400
115557500,2500
47236900,2600
56615200,2700
70129400,2800
84111200,2900
97072500,3000
110997300,3100
124206100,3200
137173200,3300
151886900,3400
164358600,3500
178570800,3600
191687400,3700
205107100,3800
220806200,3900
232916700,4000
245585500,4100
108971900,4200
130217600,4300
152445000,4400
174777700,4500
195606400,4600
218498900,4700
239083800,4800
261930800,4900
282745700,5000
305247000,5100
327190200,5200
348327800,5300
369528600,5400
400237900,5500
414081700,5600
435429300,5700
457961800,5800
481986000,5900
503560300,6000
524326400,6100
545603700,6200
567299000,6300
589074800,6400
610531100,6500
633267000,6600
654238600,6700
283392900,6800
317847600,6900
354095900,7000
388131900,7100
423824900,7200
459479800,7300
493222800,7400
528978200,7500
565713500,7600
598070200,7700
633914400,7800
668504500,7900
707555600,8000
741806200,8100
775633800,8200
810343300,8300
853099500,8400
885299300,8500
917419300,8600
954845600,8700
988126600,8800
1021861800,8900
1057119700,9000
1091918500,9100
1132191100,9200
1164376400,9300
1200839500,9400
1236028600,9500
1272421700,9600
1304074800,9700
1343462900,9800
1377888800,9900
1413926500,10000
100,10000
