110400,100
669100,200
1166700,300
1713600,400
3691500,500
6198600,600
6011500,700
29951600,800
16584100,900
7186400,1000
13066200,1100
21575000,1200
26082700,1300
36993200,1400
42059000,1500
21150800,1600
27444000,1700
42723500,1800
45779900,1900
60085000,2000
65768400,2100
82829600,2200
100527700,2300
91208000,2400
92963900,2500
42823800,2600
60181500,2700
72667400,2800
92216700,2900
111594100,3000
118152100,3100
131222600,3200
156777300,3300
161423100,3400
175927800,3500
208514600,3600
195646800,3700
206576700,3800
220241500,3900
233622100,4000
245670700,4100
119568100,4200
147267900,4300
171026700,4400
200003800,4500
223259100,4600
238445500,4700
245836600,4800
260080900,4900
282803700,5000
305754400,5100
328226300,5200
349771300,5300
369981900,5400
392831600,5500
448159300,5600
436678400,5700
458549900,5800
480401900,5900
502387800,6000
523103900,6100
545938600,6200
570991400,6300
590312000,6400
614700600,6500
634587400,6600
660580500,6700
283612900,6800
319969800,6900
355790000,7000
389325200,7100
427901400,7200
489254300,7300
495996300,7400
530819200,7500
567066700,7600
603406500,7700
637112600,7800
672970900,7900
703606200,8000
792991200,8100
776278600,8200
810549900,8300
877927800,8400
888686900,8500
953148400,8600
976514100,8700
1009623400,8800
1029981900,8900
1064293400,9000
1111724800,9100
1129963700,9200
1165050100,9300
1200376200,9400
1236617700,9500
1272649800,9600
1305287500,9700
1347325500,9800
1379675300,9900
1410966400,10000
100,10000
