14500,100
33400,200
79100,300
229800,400
337200,500
464200,600
571700,700
563700,800
684800,900
1084300,1000
1280800,1100
1312000,1200
1191800,1300
1484700,1400
1491600,1500
2622000,1600
2066300,1700
2148800,1800
2342900,1900
2696000,2000
4509200,2100
3520900,2200
3548700,2300
4678700,2400
3942100,2500
5442200,2600
4744900,2700
4712000,2800
5186500,2900
5418500,3000
5988300,3100
5868200,3200
6643900,3300
6993100,3400
8719100,3500
8281800,3600
8008200,3700
9409600,3800
9025100,3900
11480300,4000
13682800,4100
12079800,4200
10885800,4300
12939300,4400
11840200,4500
12395200,4600
13441700,4700
18402200,4800
16003300,4900
14518500,5000
15963500,5100
16108500,5200
16421100,5300
16444500,5400
17820700,5500
18514900,5600
18790200,5700
19612700,5800
19869800,5900
20837200,6000
20687000,6100
20945900,6200
22913900,6300
22960800,6400
25186600,6500
24575800,6600
23564900,6700
26032000,6800
27497000,6900
27760700,7000
28076100,7100
28354000,7200
29314400,7300
30524600,7400
30855200,7500
30575800,7600
31717700,7700
32343100,7800
32786400,7900
33225800,8000
35523900,8100
34842600,8200
37069000,8300
36551500,8400
38401900,8500
40060200,8600
40293800,8700
39923600,8800
42253700,8900
41991700,9000
43337600,9100
44644700,9200
45176200,9300
45252700,9400
52932300,9500
46889300,9600
49441100,9700
50602900,9800
50745000,9900
51352400,10000
100,10000
